Outlier 11
0,46,32,31
0.020029699057340644,51,37,35
0.04005939811468123,59,44,42
0.06008909717202188,66,52,48
0.08011879622936247,74,60,55
0.10014849528670311,82,68,62
0.12017819434404375,89,76,69
0.14020789340138434,97,84,76
0.160237592458725,105,93,83
0.18026729151606558,112,101,90
0.20029699057340622,120,110,97
0.22032668963074684,130,121,107
0.24035638868808745,140,133,116
0.2603860877454281,153,147,129
0.2804157868027687,166,161,141
0.30044548586010933,179,175,154
0.32047518491745,191,188,166
0.34050488397479056,204,202,180
0.3605345830321312,219,219,197
0.3805642820894718,237,237,218
0.40059398114681244,252,252,242
0.40060398114681245,252,252,221
0.40060398114681245,252,252,221
0.4010022839972782,252,252,219
0.4105615524084568,252,252,194
0.4205191236701012,251,248,172
0.43047669493174556,250,243,152
0.4404342661933899,248,234,131
0.45039183745503425,247,224,108
0.4603494087166786,246,211,84
0.470306979978323,243,196,64
0.48026455123996736,241,181,47
0.49022212250161173,239,165,32
0.5001796937632561,236,148,20
0.5101372650249004,234,133,12
0.5200948362865447,230,118,7
0.5300524075481892,220,97,3
0.5400099788098335,201,74,0
0.5499675500714779,189,58,1
0.5599251213331222,170,44,4
0.5698826925947666,150,29,6
0.579840263856411,126,14,9
0.5897978351180553,101,10,15
0.5997654063796998,97,65,63
0.6197771360607147,110,70,67
0.6397888657417297,120,77,70
0.6598005954227448,130,83,72
0.6798123251037598,140,90,73
0.6998240547847747,153,97,75
0.7198357844657899,161,103,74
0.7398475141468048,168,109,72
0.7598592438278198,176,118,70
0.7798709735088348,184,130,79
0.7998827031898499,194,143,89
0.8399061625518799,204,165,102
0.8799296219139099,217,187,117
0.91995308127594,230,211,138
0.95997654063797,240,231,173
0.9799882703189849,247,244,203
0.991995308127594,250,249,220
1,255,254,240
