Divergent 01
0,22,1,76
0.030334,29,6,115
0.055527,27,13,130
0.073008,10,10,143
0.089974,8,25,153
0.106427,11,42,163
0.130077,14,62,173
0.16144,14,81,181
0.2,13,101,189
0.225,10,119,196
0.25,8,137,201
0.276093,8,157,207
0.302828,6,181,212
0.329563,13,204,217
0.351671,18,218,222
0.372237,67,230,220
0.390231,108,240,223
0.417995,146,246,213
0.436504,168,250,215
0.456041,195,250,221
0.468895,211,250,226
0.482262,227,252,236
0.492545,233,252,239
0.501285,255,255,248
0.510026,252,252,231
0.526478,253,248,205
0.539846,253,246,182
0.554756,252,244,164
0.576864,250,234,130
0.599486,247,223,104
0.620051,242,210,82
0.636504,237,198,71
0.660668,232,183,60
0.682262,227,168,50
0.7,224,158,43
0.725,222,140,40
0.75,217,121,37
0.775,212,105,34
0.8,207,88,29
0.825,201,68,24
0.85,189,47,19
0.875,176,32,16
0.9,158,16,11
0.923393,140,7,18
0.943959,120,4,23
0.967095,102,1,26
1,48,0,18
