Turquoise 06
0,213,247,223
0.01,207,246,218
0.02,202,245,214
0.03,196,244,210
0.04,191,243,205
0.05,185,242,201
0.06,180,240,197
0.07,174,239,193
0.08,168,238,188
0.09,162,237,184
0.1,156,236,180
0.11,152,235,179
0.12,149,234,179
0.13,145,233,178
0.14,141,233,178
0.15,137,232,177
0.16,133,231,176
0.17,128,230,176
0.18,124,230,175
0.19,120,229,175
0.2,115,228,174
0.21,112,227,174
0.22,109,226,175
0.23,107,225,175
0.24,104,224,175
0.25,100,223,175
0.26,97,222,176
0.27,94,221,176
0.28,91,220,176
0.29,87,219,176
0.3,84,218,176
0.30000000000000004,84,218,176
0.31,82,217,178
0.32,80,217,180
0.33,78,216,181
0.34,77,216,183
0.35,74,215,184
0.36,72,214,186
0.37,70,214,187
0.38,68,213,189
0.39,65,213,190
0.4,63,212,192
0.41,62,209,192
0.42,61,207,192
0.43,60,205,192
0.44,59,202,193
0.45,58,200,193
0.46,57,197,193
0.47,56,195,193
0.48,55,192,194
0.49,53,190,194
0.5,52,187,194
0.51,52,183,192
0.52,51,179,190
0.53,51,175,189
0.54,51,171,187
0.55,50,167,185
0.56,49,163,183
0.57,49,159,181
0.58,48,155,180
0.59,47,151,178
0.6,47,147,176
0.6000000000000001,47,147,176
0.61,48,143,174
0.62,48,140,172
0.63,49,137,171
0.64,50,134,169
0.65,50,131,167
0.66,51,128,165
0.67,51,125,163
0.68,51,121,162
0.69,52,118,160
0.7,52,115,158
0.7000000000000001,52,115,158
0.71,53,112,156
0.72,53,109,153
0.73,54,106,151
0.74,55,103,149
0.75,55,100,146
0.76,56,97,144
0.77,56,94,142
0.78,56,91,140
0.79,56,88,137
0.8,56,85,135
0.81,56,83,132
0.82,56,81,130
0.83,56,79,127
0.84,55,76,125
0.85,55,74,122
0.86,55,72,120
0.87,54,70,117
0.88,54,67,115
0.89,54,65,112
0.9,53,63,110
0.91,53,62,107
0.92,53,60,105
0.93,53,59,102
0.94,53,58,99
0.95,53,57,97
0.96,53,55,94
0.97,53,54,92
0.98,52,53,89
0.99,52,52,87
1,52,51,84
