Orange 05
0,193,68,2
0.025,199,73,2
0.05,204,79,2
0.075,210,84,3
0.1,215,89,3
0.125,221,94,3
0.15,226,99,3
0.175,232,104,4
0.2,237,109,4
0.225,238,115,11
0.25,240,121,17
0.275,241,128,23
0.3,242,134,28
0.325,243,140,32
0.35,244,146,37
0.375,245,152,41
0.4,246,158,46
0.425,247,165,46
0.45,248,171,46
0.475,249,178,46
0.5,251,185,46
0.525,252,191,46
0.55,253,198,46
0.575,253,204,46
0.6,254,211,46
0.6000000000000001,254,211,46
0.625,253,212,55
0.65,252,213,63
0.675,250,215,70
0.7,249,216,76
0.725,247,218,83
0.75,245,219,89
0.775,244,221,95
0.8,242,222,101
0.825,244,226,114
0.85,246,229,126
0.875,248,233,138
0.9,250,236,150
0.925,251,240,162
0.95,253,243,173
0.975,254,247,185
1,255,251,197
