Outlier 09
0,14,17,23
0,14,17,23
0.004941057855941542,19,22,29
0.009882115711883084,23,27,34
0.014823173567824626,27,31,40
0.019764231423766168,30,36,46
0.02470528927970771,34,41,53
0.029646347135649252,38,45,59
0.03275440931320189,41,49,63
0.0345874049915908,42,50,64
0.039528462847532336,45,54,69
0.044469520703473875,48,57,73
0.04941057855941542,52,61,77
0.054351636415356966,55,65,82
0.059292694271298504,58,69,86
0.06423375212724004,62,73,91
0.06550881862640379,62,74,92
0.0691748099831816,65,77,95
0.07411586783912313,68,80,99
0.07905692569506467,72,84,103
0.08399798355100621,75,88,107
0.08893904140694775,78,92,111
0.0938800992628893,82,96,115
0.09826322793960574,85,99,118
0.09882115711883084,85,100,119
0.10376221497477238,89,104,123
0.10870327283071393,93,108,127
0.11364433068665547,97,112,131
0.11858538854259701,101,116,136
0.12352644639853855,105,120,140
0.12846750425448009,109,125,144
0.13101763725280763,111,127,146
0.13340856211042162,113,128,148
0.1383496199663632,116,132,151
0.14329067782230473,119,135,154
0.14823173567824627,122,138,158
0.1531727935341878,125,142,161
0.15811385139012935,129,145,164
0.16305490924607088,132,148,168
0.16377204656600952,132,149,168
0.16799596710201242,135,151,171
0.17293702495795396,138,155,174
0.1778780828138955,141,158,177
0.18281914066983707,144,161,180
0.1877601985257786,147,164,183
0.19270125638172014,150,167,187
0.19652645587921141,153,170,189
0.19764231423766168,153,171,190
0.20258337209360322,157,174,193
0.20752442994954476,160,177,196
0.2124654878054863,163,180,199
0.21740654566142786,166,184,202
0.2223476035173694,170,187,205
0.22728866137331094,173,190,208
0.22928086519241334,174,192,209
0.23222971922925248,176,193,210
0.23717077708519402,179,196,212
0.24211183494113556,181,198,214
0.2470528927970771,184,200,216
0.25199395065301866,187,203,218
0.25693500850896017,190,206,220
0.26187606636490174,192,208,222
0.26203527450561526,193,208,222
0.26681712422084325,194,210,223
0.2717581820767848,195,211,224
0.2766992399327264,196,213,225
0.2816402977886679,198,214,227
0.28658135564460946,199,216,228
0.29152241350055097,200,217,229
0.29478968381881715,201,218,230
0.29646347135649254,201,219,230
0.30140452921243405,202,221,232
0.3063455870683756,204,223,234
0.31116688847541807,205,225,235
0.3112866449243171,205,225,235
0.3162277027802587,205,232,239
0.32116876063620026,205,238,242
0.32610981849214177,205,245,246
0.32754409313201904,205,246,247
0.32755409313201905,186,251,238
0.33105087634808333,177,248,236
0.33599193420402484,164,245,232
0.3361017611958813,164,245,232
0.3409329920599664,147,239,231
0.34464942925974357,133,235,230
0.3458740499159079,132,234,230
0.3508151077718495,126,230,229
0.355756165627791,120,225,228
0.36069722348373257,113,221,226
0.361744765387468,112,220,226
0.36563828133967413,108,213,224
0.37057933919561564,103,205,221
0.3755203970515572,98,196,218
0.37884010151519254,94,190,216
0.3804614549074987,93,188,215
0.3854025127634403,90,180,213
0.3903435706193818,86,173,211
0.39528462847532336,82,165,209
0.39593543764291705,82,164,209
0.40022568633126493,79,157,205
0.40516674418720644,75,149,200
0.410107802043148,72,140,195
0.41303077377064157,70,136,192
0.4150488598990895,69,133,190
0.4199899177550311,66,126,185
0.4249309756109726,62,120,181
0.42987203346691416,59,113,176
0.430126109898366,59,113,175
0.4348130913228557,56,107,170
0.43975414917879724,53,100,164
0.4446952070347388,50,93,158
0.44722144602609054,48,90,154
0.4496362648906803,47,87,151
0.4545773227466219,44,81,145
0.4595183806025634,42,75,139
0.464316782153815,39,70,133
0.46445943845850496,39,70,133
0.46940049631444647,36,62,126
0.47434155417038804,32,54,120
0.4792826120263296,28,47,113
0.4814121182815395,27,43,110
0.4842236698822711,25,39,105
0.4891647277382127,23,30,95
0.4941057855941542,20,22,86
