Outlier 06
0.0,46,51,42
0.011,56,74,39
0.022,65,89,31
0.033,78,102,31
0.044,89,115,32
0.055,84,128,34
0.066,80,140,36
0.077,75,153,38
0.088,81,166,45
0.099,87,179,54
0.11,92,191,61
0.121,97,201,71
0.132,121,212,85
0.143,143,222,100
0.154,166,232,116
0.165,187,237,130
0.176,207,242,145
0.187,224,247,161
0.198,242,252,177
0.199999,244,253,182
0.2,246,252,240
0.23,228,245,215
0.26,203,235,192
0.29,191,227,184
0.32,177,217,173
0.35,165,209,165
0.38,155,199,159
0.41,143,189,151
0.44,132,179,144
0.47,119,168,136
0.499999,104,150,123
0.5,102,123,148
0.53,119,143,168
0.56,140,164,189
0.59,151,175,199
0.62,163,188,209
0.65,171,196,217
0.68,182,207,227
0.71,190,215,235
0.74,199,224,242
0.77,220,238,250
0.8,247,251,252
0.800001,232,252,249
0.804,223,247,246
0.81,191,245,241
0.82,173,240,240
0.83,138,223,230
0.84,117,210,224
0.85,111,196,217
0.86,94,175,204
0.87,84,159,196
0.88,75,143,191
0.9,68,120,184
0.92,53,104,176
0.94,55,95,166
0.96,50,80,148
0.98,46,67,133
0.99,32,47,120
1.0,31,37,102
