Blue 02
0,41,76,163
0.025,45,81,169
0.05,48,87,174
0.075,52,93,180
0.1,55,99,185
0.125,59,106,191
0.15,62,112,196
0.175,65,118,202
0.2,68,124,208
0.225,71,130,213
0.25,75,137,219
0.275,78,139,218
0.3,81,141,216
0.325,85,143,215
0.35,88,145,213
0.375,90,147,212
0.4,93,149,210
0.425,96,151,209
0.45,98,153,207
0.475,100,155,206
0.5,103,157,204
0.525,108,161,207
0.55,114,165,210
0.575,119,169,213
0.6,125,174,216
0.625,130,178,219
0.65,136,182,223
0.675,141,187,226
0.7,146,191,229
0.725,152,195,232
0.75,157,200,235
0.775,162,203,236
0.8,168,206,238
0.825,173,209,239
0.85,178,212,241
0.875,184,215,243
0.9,189,218,244
0.925,194,221,246
0.95,199,224,247
0.975,204,227,249
1,209,230,250
