Red 04
0,89,2,61
0.025,100,5,62
0.05,111,9,63
0.075,122,14,64
0.1,133,18,65
0.125,144,23,66
0.15,156,28,67
0.175,167,32,67
0.2,178,37,68
0.2035847808947328,180,37,68
0.225,185,42,70
0.25,191,47,72
0.275,197,51,74
0.3,202,56,76
0.325,208,60,78
0.35,214,65,80
0.375,220,69,82
0.4,226,74,84
0.425,232,78,86
0.45,238,82,88
0.475,244,87,90
0.5,250,91,92
0.525,251,99,100
0.55,252,107,107
0.575,253,115,114
0.6,254,123,122
0.625,254,130,129
0.65,255,137,137
0.675,255,144,144
0.7,255,151,152
0.725,255,158,159
0.75,255,165,167
0.775,255,171,171
0.8,255,178,176
0.825,255,185,180
0.85,254,192,184
0.875,254,198,189
0.9,254,205,193
0.925,253,212,198
0.95,252,218,202
0.975,251,225,207
1,250,231,211
