Red 05
0,71,10,30
0.01,75,11,31
0.02,80,12,33
0.03,84,13,34
0.04,89,15,35
0.05,93,16,36
0.06,98,17,38
0.07,102,18,39
0.08,107,19,40
0.09,112,21,41
0.1,116,22,43
0.11,121,23,44
0.12,126,24,45
0.125,128,25,46
0.13,129,25,46
0.14,131,26,46
0.15,133,27,46
0.16,135,27,47
0.17,137,28,47
0.18,139,29,47
0.19,141,30,47
0.2,143,30,47
0.21,145,31,47
0.22,147,32,48
0.23,149,33,48
0.24,151,33,48
0.25,153,34,48
0.26,154,35,48
0.27,155,35,49
0.28,157,36,49
0.29,158,37,50
0.3,159,37,50
0.31,160,38,50
0.32,161,38,51
0.33,163,39,51
0.34,164,40,52
0.35,165,40,52
0.36,166,41,52
0.37,167,42,53
0.375,168,42,53
0.38,169,43,53
0.39,172,46,54
0.4,175,48,55
0.41,178,50,55
0.42,181,53,56
0.43,184,55,57
0.44,187,57,57
0.45,189,60,58
0.46,192,62,58
0.47,195,64,59
0.48,198,66,60
0.49,201,69,60
0.5,204,71,61
0.51,205,76,63
0.52,206,80,66
0.53,207,84,68
0.54,208,88,71
0.55,209,92,73
0.56,209,96,75
0.57,210,100,78
0.58,211,104,80
0.59,212,108,83
0.6,212,112,85
0.61,213,116,88
0.62,214,119,90
0.625,214,121,92
0.63,215,123,93
0.64,217,126,96
0.65,220,129,99
0.66,222,132,101
0.67,224,135,104
0.68,226,138,107
0.69,229,141,110
0.7,231,145,113
0.71,233,148,116
0.72,235,151,118
0.73,238,154,121
0.74,240,157,124
0.75,242,160,127
0.76,243,162,130
0.77,243,164,133
0.78,243,167,136
0.79,244,169,139
0.8,244,171,142
0.81,245,173,145
0.82,245,175,148
0.83,246,177,151
0.84,246,179,154
0.85,246,181,157
0.86,247,183,160
0.87,247,185,163
0.875,247,187,165
0.88,247,188,167
0.89,248,191,172
0.9,248,194,176
0.91,249,198,181
0.92,249,201,185
0.93,249,204,190
0.94,250,207,195
0.95,250,210,199
0.96,250,213,204
0.97,250,217,209
0.98,250,220,214
0.99,250,223,218
1,250,226,223
