Brown 03
0,97,65,63
0.01,100,66,64
0.02,102,67,65
0.03,105,68,65
0.04,107,69,66
0.05,110,70,67
0.050000000000000044,110,70,67
0.06,112,71,68
0.07,114,73,68
0.08,116,74,69
0.09,118,76,69
0.09999999999999998,120,77,70
0.1,120,77,70
0.11,122,78,70
0.12,124,79,71
0.13,126,81,71
0.14,128,82,72
0.15,130,83,72
0.15000000000000002,130,83,72
0.16,132,84,72
0.17,134,86,72
0.18,136,87,73
0.19,138,89,73
0.19999999999999996,140,90,73
0.2,140,90,73
0.21,143,91,73
0.22,145,93,74
0.23,148,94,74
0.24,150,96,75
0.25,153,97,75
0.26,155,98,75
0.27,156,99,75
0.28,158,101,74
0.29,159,102,74
0.3,161,103,74
0.30000000000000004,161,103,74
0.31,162,104,74
0.32,164,105,73
0.33,165,107,73
0.34,167,108,72
0.35,168,109,72
0.36,170,111,72
0.37,171,113,71
0.38,173,114,71
0.39,174,116,70
0.4,176,118,70
0.41,178,120,72
0.42,179,123,74
0.43,181,125,75
0.44,182,128,77
0.44999999999999996,184,130,79
0.45,184,130,79
0.46,186,133,81
0.47,188,135,83
0.48,190,138,85
0.49,192,140,87
0.5,194,143,89
0.51,195,145,90
0.52,196,147,92
0.53,197,150,93
0.54,198,152,94
0.55,199,154,95
0.56,200,156,97
0.57,201,158,98
0.58,202,161,99
0.59,203,163,101
0.6,204,165,102
0.61,205,167,103
0.62,207,169,105
0.63,208,172,106
0.64,209,174,108
0.65,211,176,109
0.66,212,178,111
0.67,213,180,112
0.68,214,183,114
0.69,216,185,115
0.7,217,187,117
0.71,218,189,119
0.72,220,192,121
0.73,221,194,123
0.74,222,197,125
0.75,224,199,127
0.76,225,201,130
0.77,226,204,132
0.78,227,206,134
0.79,229,209,136
0.8,230,211,138
0.81,231,213,141
0.82,232,215,145
0.83,233,217,148
0.84,234,219,152
0.85,235,221,155
0.86,236,223,159
0.87,237,225,162
0.88,238,227,166
0.89,239,229,169
0.9,240,231,173
0.91,241,234,179
0.92,243,236,185
0.93,244,239,191
0.94,246,241,197
0.95,247,244,203
0.96,248,246,209
0.97,249,247,214
0.98,250,249,220
0.99,253,251,230
1,255,254,240
