Green 05
0,235,255,227
0.01,232,254,225
0.02,229,253,224
0.03,227,253,222
0.04,224,252,220
0.05,221,251,219
0.06,218,250,217
0.07,215,250,215
0.08,213,249,214
0.09,210,248,212
0.1,207,247,210
0.11,204,247,209
0.12,201,246,207
0.13,198,245,205
0.14,195,244,204
0.15,192,243,202
0.16,190,243,201
0.17,187,242,199
0.18,184,241,197
0.19,181,240,196
0.2,178,239,194
0.21,175,238,191
0.22,173,237,188
0.23,171,236,185
0.24,168,235,182
0.25,166,233,180
0.26,163,232,177
0.27,161,231,174
0.28,158,230,171
0.29,156,229,168
0.3,154,227,165
0.31,151,226,162
0.32,149,225,160
0.33,146,224,157
0.34,144,223,154
0.35,141,222,151
0.36,139,220,148
0.37,136,219,145
0.38,133,218,143
0.39,131,217,140
0.4,128,216,137
0.41,127,215,135
0.42,126,214,133
0.43,126,213,131
0.44,125,212,128
0.45,124,211,126
0.46,123,210,124
0.47,122,209,122
0.48,121,208,120
0.49,120,208,118
0.5,119,207,116
0.51,118,206,114
0.52,117,205,111
0.53,116,204,109
0.54,115,203,107
0.55,114,202,105
0.56,113,201,103
0.57,112,201,101
0.58,111,200,98
0.59,110,199,96
0.6,109,198,94
0.61,109,196,93
0.62,109,194,91
0.63,108,192,89
0.64,108,190,88
0.65,108,188,86
0.66,107,186,85
0.67,107,185,83
0.68,107,183,82
0.69,106,181,80
0.7,106,179,79
0.71,105,177,77
0.72,105,175,75
0.73,105,173,74
0.74,104,171,72
0.75,104,169,71
0.76,103,168,69
0.77,103,166,68
0.78,103,164,66
0.79,102,162,65
0.8,102,160,63
0.81,101,157,62
0.82,100,154,60
0.83,98,151,59
0.84,97,148,58
0.85,96,145,56
0.86,95,142,55
0.87,94,139,54
0.88,93,136,52
0.89,92,133,51
0.9,91,131,50
0.91,90,128,48
0.92,89,125,47
0.93,87,122,46
0.94,86,119,44
0.95,85,116,43
0.96,84,113,42
0.97,83,110,41
0.98,82,108,39
0.99,80,105,38
1,79,102,37
