Green 10
0,113,130,18
0.025,116,135,23
0.05,120,139,29
0.075,123,143,33
0.1,126,148,38
0.125,130,152,42
0.15,133,157,47
0.175,137,161,51
0.2,141,166,56
0.225,144,170,60
0.25,148,175,64
0.275,151,179,68
0.3,155,184,72
0.325,158,189,77
0.3333333333333333,159,190,78
0.35,161,191,78
0.375,164,193,79
0.4,167,195,79
0.425,170,197,80
0.45,173,199,80
0.475,176,201,81
0.5,179,203,81
0.525,182,205,82
0.55,185,207,82
0.575,188,209,83
0.6,191,211,83
0.625,194,213,84
0.65,197,215,84
0.6666666666666666,199,216,84
0.675,200,217,88
0.7,204,220,97
0.725,207,223,106
0.75,211,226,115
0.775,215,229,124
0.8,218,231,133
0.825,222,234,142
0.85,225,237,150
0.875,228,240,159
0.9,232,243,168
0.925,235,246,176
0.95,238,249,185
0.975,241,252,194
1,244,255,202
